#Location	Time	Pollutant	Actual	Estimated	Pass	Distance
Gorgie Road	6	NOx	57	111.1747645	3	262144
Gorgie Road	6	NOx	57	111.2516233	3	524288
Gorgie Road	6	NOx	57	0	4	1
Gorgie Road	6	NOx	57	125.783491	4	1024
Gorgie Road	6	NOx	57	119.1101403	4	2048
Gorgie Road	6	NOx	57	119.2535327	4	4096
Gorgie Road	6	NOx	57	115.5039796	4	8192
Gorgie Road	6	NOx	57	115.4822303	4	16384
Gorgie Road	6	NOx	57	118.8799455	4	32768
Gorgie Road	6	NOx	57	114.6774351	4	65536
Gorgie Road	6	NOx	57	110.785674	4	131072
Gorgie Road	6	NOx	57	110.1716326	4	262144
Gorgie Road	6	NOx	57	110.628564	4	524288
Gorgie Road	6	NOx	57	0	5	1
Gorgie Road	6	NOx	57	125.7835013	5	1024
Gorgie Road	6	NOx	57	119.1119194	5	2048
Gorgie Road	6	NOx	57	119.2506802	5	4096
Gorgie Road	6	NOx	57	115.3339129	5	8192
Gorgie Road	6	NOx	57	114.5651589	5	16384
Gorgie Road	6	NOx	57	118.1336499	5	32768
Gorgie Road	6	NOx	57	114.1783101	5	65536
Gorgie Road	6	NOx	57	109.7370613	5	131072
Gorgie Road	6	NOx	57	109.2125618	5	262144
Gorgie Road	6	NOx	57	110.0163608	5	524288
Gorgie Road	6	NOx	57	0	6	1
Gorgie Road	6	NOx	57	125.7835024	6	1024
Gorgie Road	6	NOx	57	119.1125883	6	2048
Gorgie Road	6	NOx	57	119.2518645	6	4096
Gorgie Road	6	NOx	57	115.2578437	6	8192
Gorgie Road	6	NOx	57	114.0231709	6	16384
Gorgie Road	6	NOx	57	117.3871223	6	32768
Gorgie Road	6	NOx	57	113.7882961	6	65536
Gorgie Road	6	NOx	57	108.8136881	6	131072
Gorgie Road	6	NOx	57	108.2973471	6	262144
Gorgie Road	6	NOx	57	109.4151732	6	524288
Gorgie Road	6	NOx	57	0	7	1
Gorgie Road	6	NOx	57	125.7835025	7	1024
Gorgie Road	6	NOx	57	119.1128396	7	2048
Gorgie Road	6	NOx	57	119.2532898	7	4096
Gorgie Road	6	NOx	57	115.2213518	7	8192
Gorgie Road	6	NOx	57	113.7353488	7	16384
Gorgie Road	6	NOx	57	116.6839116	7	32768
Gorgie Road	6	NOx	57	113.4776111	7	65536
Gorgie Road	6	NOx	57	108.0053944	7	131072
Gorgie Road	6	NOx	57	107.4254857	7	262144
Gorgie Road	6	NOx	57	108.8251241	7	524288
Gorgie Road	6	NOx	57	0	8	1
Gorgie Road	6	NOx	57	125.7835025	8	1024
Gorgie Road	6	NOx	57	119.112934	8	2048
Gorgie Road	6	NOx	57	119.2543624	8	4096
Gorgie Road	6	NOx	57	115.2030662	8	8192
Gorgie Road	6	NOx	57	113.6083358	8	16384
Gorgie Road	6	NOx	57	116.0502249	8	32768
Gorgie Road	6	NOx	57	113.2229673	8	65536
Gorgie Road	6	NOx	57	107.301908	8	131072
Gorgie Road	6	NOx	57	106.5962378	8	262144
Gorgie Road	6	NOx	57	108.2463032	8	524288
Gorgie Road	6	NOx	57	0	9	1
Gorgie Road	6	NOx	57	125.7835025	9	1024
Gorgie Road	6	NOx	57	119.1129694	9	2048
Gorgie Road	6	NOx	57	119.2550949	9	4096
Gorgie Road	6	NOx	57	115.1937399	9	8192
Gorgie Road	6	NOx	57	113.5776684	9	16384
Gorgie Road	6	NOx	57	115.4997394	9	32768
Gorgie Road	6	NOx	57	113.0068351	9	65536
Gorgie Road	6	NOx	57	106.6931977	9	131072
Gorgie Road	6	NOx	57	105.8086772	9	262144
Gorgie Road	6	NOx	57	107.6787699	9	524288
Gorgie Road	6	NOx	57	0	10	1
Gorgie Road	6	NOx	57	125.7835025	10	1024
Gorgie Road	6	NOx	57	119.1129828	10	2048
Gorgie Road	6	NOx	57	119.2555813	10	4096
Gorgie Road	6	NOx	57	115.1890105	10	8192
Gorgie Road	6	NOx	57	113.6015481	10	16384
Gorgie Road	6	NOx	57	115.0372245	10	32768
Gorgie Road	6	NOx	57	112.8164303	10	65536
Gorgie Road	6	NOx	57	106.169695	10	131072
Gorgie Road	6	NOx	57	105.0617346	10	262144
Gorgie Road	6	NOx	57	107.1225568	10	524288
Gorgie Road	6	NOx	57	0	11	1
Gorgie Road	6	NOx	57	125.7835025	11	1024
Gorgie Road	6	NOx	57	119.1129878	11	2048
Gorgie Road	6	NOx	57	119.2559014	11	4096
Gorgie Road	6	NOx	57	115.186688	11	8192
Gorgie Road	6	NOx	57	113.6540029	11	16384
Gorgie Road	6	NOx	57	114.6614237	11	32768
Gorgie Road	6	NOx	57	112.6427096	11	65536
Gorgie Road	6	NOx	57	105.7224234	11	131072
Gorgie Road	6	NOx	57	104.3542322	11	262144
Gorgie Road	6	NOx	57	106.5776716	11	524288
Gorgie Road	6	NOx	57	0	12	1
Gorgie Road	6	NOx	57	125.7835025	12	1024
Gorgie Road	6	NOx	57	119.1129896	12	2048
Gorgie Road	6	NOx	57	119.2561115	12	4096
Gorgie Road	6	NOx	57	115.1856307	12	8192
Gorgie Road	6	NOx	57	113.7194526	12	16384
Gorgie Road	6	NOx	57	114.3672766	12	32768
Gorgie Road	6	NOx	57	112.4794905	12	65536
Gorgie Road	6	NOx	57	105.3430647	12	131072
Gorgie Road	6	NOx	57	103.6849138	12	262144
Gorgie Road	6	NOx	57	106.0441001	12	524288
Gorgie Road	6	NOx	57	0	13	1
Gorgie Road	6	NOx	57	125.7835025	13	1024
Gorgie Road	6	NOx	57	119.1129903	13	2048
Gorgie Road	6	NOx	57	119.2562492	13	4096
Gorgie Road	6	NOx	57	115.1852316	13	8192
Gorgie Road	6	NOx	57	113.7888833	13	16384
Gorgie Road	6	NOx	57	114.1475546	13	32768
Gorgie Road	6	NOx	57	112.3227254	13	65536
Gorgie Road	6	NOx	57	105.0239819	13	131072
Gorgie Road	6	NOx	57	103.0524693	13	262144
Gorgie Road	6	NOx	57	105.521808	13	524288
Gorgie Road	6	NOx	57	0	14	1
Gorgie Road	6	NOx	57	125.7835025	14	1024
Gorgie Road	6	NOx	57	119.1129906	14	2048
Gorgie Road	6	NOx	57	119.2563395	14	4096
Gorgie Road	6	NOx	57	115.1851656	14	8192
Gorgie Road	6	NOx	57	113.8573162	14	16384
Gorgie Road	6	NOx	57	113.9940122	14	32768
Gorgie Road	6	NOx	57	112.1699257	14	65536
Gorgie Road	6	NOx	57	104.7582138	14	131072
Gorgie Road	6	NOx	57	102.4555542	14	262144
Gorgie Road	6	NOx	57	105.0107435	14	524288
Gorgie Road	6	NOx	57	0	15	1
Gorgie Road	6	NOx	57	125.7835025	15	1024
Gorgie Road	6	NOx	57	119.1129907	15	2048
Gorgie Road	6	NOx	57	119.2563987	15	4096
Gorgie Road	6	NOx	57	115.1852591	15	8192
Gorgie Road	6	NOx	57	113.9221942	15	16384
Gorgie Road	6	NOx	57	113.8981605	15	32768
Gorgie Road	6	NOx	57	112.0197168	15	65536
Gorgie Road	6	NOx	57	104.5394512	15	131072
Gorgie Road	6	NOx	57	101.8928072	15	262144
Gorgie Road	6	NOx	57	104.5108383	15	524288
Gorgie Road	6	NOx	57	0	16	1
Gorgie Road	6	NOx	57	125.7835025	16	1024
Gorgie Road	6	NOx	57	119.1129907	16	2048
Gorgie Road	6	NOx	57	119.2564374	16	4096
Gorgie Road	6	NOx	57	115.1854204	16	8192
Gorgie Road	6	NOx	57	113.982376	16	16384
Gorgie Road	6	NOx	57	113.8517615	16	32768
Gorgie Road	6	NOx	57	111.8714995	16	65536
Gorgie Road	6	NOx	57	104.3620021	16	131072
Gorgie Road	6	NOx	57	101.3628629	16	262144
Gorgie Road	6	NOx	57	104.0220102	16	524288
Gorgie Road	6	NOx	57	0	17	1
Gorgie Road	6	NOx	57	125.7835025	17	1024
Gorgie Road	6	NOx	57	119.1129908	17	2048
Gorgie Road	6	NOx	57	119.2564629	17	4096
Gorgie Road	6	NOx	57	115.1856019	17	8192
Gorgie Road	6	NOx	57	114.0375237	17	16384
Gorgie Road	6	NOx	57	113.8471219	17	32768
Gorgie Road	6	NOx	57	111.725198	17	65536
Gorgie Road	6	NOx	57	104.2207507	17	131072
Gorgie Road	6	NOx	57	100.864363	17	262144
Gorgie Road	6	NOx	57	103.5441643	17	524288
Gorgie Road	6	NOx	57	0	18	1
Gorgie Road	6	NOx	57	125.7835025	18	1024
Gorgie Road	6	NOx	57	119.1129908	18	2048
Gorgie Road	6	NOx	57	119.2564795	18	4096
Gorgie Road	6	NOx	57	115.1857803	18	8192
Gorgie Road	6	NOx	57	114.0877332	18	16384
Gorgie Road	6	NOx	57	113.8772485	18	32768
Gorgie Road	6	NOx	57	111.5810736	18	65536
Gorgie Road	6	NOx	57	104.1111131	18	131072
Gorgie Road	6	NOx	57	100.3959654	18	262144
Gorgie Road	6	NOx	57	103.0771942	18	524288
Gorgie Road	6	NOx	57	0	19	1
Gorgie Road	6	NOx	57	125.7835025	19	1024
Gorgie Road	6	NOx	57	119.1129908	19	2048
Gorgie Road	6	NOx	57	119.2564904	19	4096
Gorgie Road	6	NOx	57	115.1859448	19	8192
Gorgie Road	6	NOx	57	114.1333178	19	16384
Gorgie Road	6	NOx	57	113.9359111	19	32768
Gorgie Road	6	NOx	57	111.4395897	19	65536
Gorgie Road	6	NOx	57	104.0289935	19	131072
Gorgie Road	6	NOx	57	99.95635086	19	262144
Gorgie Road	6	NOx	57	102.6209839	19	524288
Gorgie Road	6	NOx	57	0	20	1
Gorgie Road	6	NOx	57	125.7835025	20	1024
Gorgie Road	6	NOx	57	119.1129908	20	2048
Gorgie Road	6	NOx	57	119.2564976	20	4096
Gorgie Road	6	NOx	57	115.1860913	20	8192
Gorgie Road	6	NOx	57	114.1746825	20	16384
Gorgie Road	6	NOx	57	114.0176447	20	32768
Gorgie Road	6	NOx	57	111.3013152	20	65536
Gorgie Road	6	NOx	57	103.9707403	20	131072
Gorgie Road	6	NOx	57	99.54422862	20	262144
Gorgie Road	6	NOx	57	102.1754083	20	524288
Gorgie Road	6	NOx	57	0	21	1
Gorgie Road	6	NOx	57	125.7835025	21	1024
Gorgie Road	6	NOx	57	119.1129908	21	2048
Gorgie Road	6	NOx	57	119.2565023	21	4096
Gorgie Road	6	NOx	57	115.1862194	21	8192
Gorgie Road	6	NOx	57	114.2122548	21	16384
Gorgie Road	6	NOx	57	114.1177159	21	32768
Gorgie Road	6	NOx	57	111.1668575	21	65536
Gorgie Road	6	NOx	57	103.9331048	21	131072
Gorgie Road	6	NOx	57	99.15834075	21	262144
Gorgie Road	6	NOx	57	101.7403349	21	524288
Gorgie Road	6	NOx	57	0	22	1
Gorgie Road	6	NOx	57	125.7835025	22	1024
Gorgie Road	6	NOx	57	119.1129908	22	2048
Gorgie Road	6	NOx	57	119.2565053	22	4096
Gorgie Road	6	NOx	57	115.1863298	22	8192
Gorgie Road	6	NOx	57	114.2464472	22	16384
Gorgie Road	6	NOx	57	114.2320681	22	32768
Gorgie Road	6	NOx	57	111.0368162	22	65536
Gorgie Road	6	NOx	57	103.9132023	22	131072
Gorgie Road	6	NOx	57	98.79746519	22	262144
Gorgie Road	6	NOx	57	101.3156246	22	524288
Gorgie Road	6	NOx	57	0	23	1
Gorgie Road	6	NOx	57	125.7835025	23	1024
Gorgie Road	6	NOx	57	119.1129908	23	2048
Gorgie Road	6	NOx	57	119.2565074	23	4096
Gorgie Road	6	NOx	57	115.1864244	23	8192
Gorgie Road	6	NOx	57	114.2776401	23	16384
Gorgie Road	6	NOx	57	114.3572564	23	32768
Gorgie Road	6	NOx	57	110.9117533	23	65536
Gorgie Road	6	NOx	57	103.9084758	23	131072
Gorgie Road	6	NOx	57	98.46041813	23	262144
Gorgie Road	6	NOx	57	100.9011323	23	524288
Gorgie Road	6	NOx	57	0	24	1
Gorgie Road	6	NOx	57	125.7835025	24	1024
Gorgie Road	6	NOx	57	119.1129908	24	2048
Gorgie Road	6	NOx	57	119.2565087	24	4096
Gorgie Road	6	NOx	57	115.186505	24	8192
Gorgie Road	6	NOx	57	114.3061742	24	16384
Gorgie Road	6	NOx	57	114.4903797	24	32768
Gorgie Road	6	NOx	57	110.7921742	24	65536
Gorgie Road	6	NOx	57	103.9166626	24	131072
Gorgie Road	6	NOx	57	98.14605555	24	262144
Gorgie Road	6	NOx	57	100.4967085	24	524288
Gorgie Road	6	NOx	57	0	25	1
Gorgie Road	6	NOx	57	125.7835025	25	1024
Gorgie Road	6	NOx	57	119.1129908	25	2048
Gorgie Road	6	NOx	57	119.2565095	25	4096
Gorgie Road	6	NOx	57	115.1865734	25	8192
Gorgie Road	6	NOx	57	114.3323504	25	16384
Gorgie Road	6	NOx	57	114.6290139	25	32768
Gorgie Road	6	NOx	57	110.6785178	25	65536
Gorgie Road	6	NOx	57	103.9357639	25	131072
Gorgie Road	6	NOx	57	97.85327425	25	262144
Gorgie Road	6	NOx	57	100.1021991	25	524288
Gorgie Road	7	NOx	172	0	0	1
Gorgie Road	7	NOx	172	281.4664261	0	1024
Gorgie Road	7	NOx	172	275.5658932	0	2048
Gorgie Road	7	NOx	172	279.231277	0	4096
Gorgie Road	7	NOx	172	276.5186242	0	8192
Gorgie Road	7	NOx	172	267.190902	0	16384
Gorgie Road	7	NOx	172	259.244962	0	32768
Gorgie Road	7	NOx	172	254.4392093	0	65536
Gorgie Road	7	NOx	172	251.8477275	0	131072
Gorgie Road	7	NOx	172	250.5087903	0	262144
Gorgie Road	7	NOx	172	249.829108	0	524288
Gorgie Road	7	NOx	172	0	1	1
Gorgie Road	7	NOx	172	276.5759712	1	1024
Gorgie Road	7	NOx	172	265.6950991	1	2048
Gorgie Road	7	NOx	172	268.2935722	1	4096
Gorgie Road	7	NOx	172	268.9941309	1	8192
Gorgie Road	7	NOx	172	271.5153003	1	16384
Gorgie Road	7	NOx	172	269.3941831	1	32768
Gorgie Road	7	NOx	172	262.3732665	1	65536
Gorgie Road	7	NOx	172	256.5273287	1	131072
Gorgie Road	7	NOx	172	253.014706	1	262144
Gorgie Road	7	NOx	172	251.1213652	1	524288
Gorgie Road	7	NOx	172	0	2	1
Gorgie Road	7	NOx	172	276.6631001	2	1024
Gorgie Road	7	NOx	172	265.8519199	2	2048
Gorgie Road	7	NOx	172	265.9647141	2	4096
Gorgie Road	7	NOx	172	262.0462974	2	8192
Gorgie Road	7	NOx	172	266.0616131	2	16384
Gorgie Road	7	NOx	172	268.3641441	2	32768
Gorgie Road	7	NOx	172	260.4485391	2	65536
Gorgie Road	7	NOx	172	254.049482	2	131072
Gorgie Road	7	NOx	172	251.1974369	2	262144
Gorgie Road	7	NOx	172	250.0508951	2	524288
Gorgie Road	7	NOx	172	0	3	1
Gorgie Road	7	NOx	172	276.6721192	3	1024
Gorgie Road	7	NOx	172	266.0139947	3	2048
Gorgie Road	7	NOx	172	265.676508	3	4096
Gorgie Road	7	NOx	172	258.5760655	3	8192
Gorgie Road	7	NOx	172	260.7388057	3	16384
Gorgie Road	7	NOx	172	266.2325445	3	32768
Gorgie Road	7	NOx	172	258.6288288	3	65536
Gorgie Road	7	NOx	172	251.7099274	3	131072
Gorgie Road	7	NOx	172	249.4142351	3	262144
Gorgie Road	7	NOx	172	248.986151	3	524288
Gorgie Road	7	NOx	172	0	4	1
Gorgie Road	7	NOx	172	276.6730337	4	1024
Gorgie Road	7	NOx	172	266.0776156	4	2048
Gorgie Road	7	NOx	172	265.7261669	4	4096
Gorgie Road	7	NOx	172	256.7368255	4	8192
Gorgie Road	7	NOx	172	256.5711206	4	16384
Gorgie Road	7	NOx	172	263.8116446	4	32768
Gorgie Road	7	NOx	172	257.0148866	4	65536
Gorgie Road	7	NOx	172	249.5398595	4	131072
Gorgie Road	7	NOx	172	247.6737123	4	262144
Gorgie Road	7	NOx	172	247.9287193	4	524288
Gorgie Road	7	NOx	172	0	5	1
Gorgie Road	7	NOx	172	276.6731264	5	1024
Gorgie Road	7	NOx	172	266.1015871	5	2048
Gorgie Road	7	NOx	172	265.8081696	5	4096
Gorgie Road	7	NOx	172	255.6500492	5	8192
Gorgie Road	7	NOx	172	253.4670652	5	16384
Gorgie Road	7	NOx	172	261.3851629	5	32768
Gorgie Road	7	NOx	172	255.6198462	5	65536
Gorgie Road	7	NOx	172	247.5539695	5	131072
Gorgie Road	7	NOx	172	245.9824976	5	262144
Gorgie Road	7	NOx	172	246.8800147	5	524288
Gorgie Road	7	NOx	172	0	6	1
Gorgie Road	7	NOx	172	276.6731358	6	1024
Gorgie Road	7	NOx	172	266.1105937	6	2048
Gorgie Road	7	NOx	172	265.8723978	6	4096
Gorgie Road	7	NOx	172	254.9438279	6	8192
Gorgie Road	7	NOx	172	251.1775887	6	16384
Gorgie Road	7	NOx	172	259.0719683	6	32768
Gorgie Road	7	NOx	172	254.4208516	6	65536
Gorgie Road	7	NOx	172	245.7558447	6	131072
Gorgie Road	7	NOx	172	244.3455672	6	262144
Gorgie Road	7	NOx	172	245.8412945	6	524288
Gorgie Road	7	NOx	172	0	7	1
Gorgie Road	7	NOx	172	276.6731368	7	1024
Gorgie Road	7	NOx	172	266.113977	7	2048
Gorgie Road	7	NOx	172	265.9167262	7	4096
Gorgie Road	7	NOx	172	254.4502857	7	8192
Gorgie Road	7	NOx	172	249.4701345	7	16384
Gorgie Road	7	NOx	172	256.9293371	7	32768
Gorgie Road	7	NOx	172	253.3839163	7	65536
Gorgie Road	7	NOx	172	244.1417933	7	131072
Gorgie Road	7	NOx	172	242.7665239	7	262144
Gorgie Road	7	NOx	172	244.8136723	7	524288
Gorgie Road	7	NOx	172	0	8	1
Gorgie Road	7	NOx	172	276.6731369	8	1024
Gorgie Road	7	NOx	172	266.1152479	8	2048
Gorgie Road	7	NOx	172	265.9462545	8	4096
Gorgie Road	7	NOx	172	254.0861952	8	8192
Gorgie Road	7	NOx	172	248.1664063	8	16384
Gorgie Road	7	NOx	172	254.9843549	8	32768
Gorgie Road	7	NOx	172	252.47514	8	65536
Gorgie Road	7	NOx	172	242.7035351	8	131072
Gorgie Road	7	NOx	172	241.247833	8	262144
Gorgie Road	7	NOx	172	243.7981297	8	524288
Gorgie Road	7	NOx	172	0	9	1
Gorgie Road	7	NOx	172	276.6731369	9	1024
Gorgie Road	7	NOx	172	266.1157253	9	2048
Gorgie Road	7	NOx	172	265.9657081	9	4096
Gorgie Road	7	NOx	172	253.8066323	9	8192
Gorgie Road	7	NOx	172	247.1406304	9	16384
Gorgie Road	7	NOx	172	253.2458446	9	32768
Gorgie Road	7	NOx	172	251.6651433	9	65536
Gorgie Road	7	NOx	172	241.4300797	9	131072
Gorgie Road	7	NOx	172	239.7910212	9	262144
Gorgie Road	7	NOx	172	242.7955279	9	524288
Gorgie Road	7	NOx	172	0	10	1
Gorgie Road	7	NOx	172	276.6731369	10	1024
Gorgie Road	7	NOx	172	266.1159046	10	2048
Gorgie Road	7	NOx	172	265.9784791	10	4096
Gorgie Road	7	NOx	172	253.585602	10	8192
Gorgie Road	7	NOx	172	246.3076095	10	16384
Gorgie Road	7	NOx	172	251.710737	10	32768
Gorgie Road	7	NOx	172	250.9302634	10	65536
Gorgie Road	7	NOx	172	240.3090218	10	131072
Gorgie Road	7	NOx	172	238.3968457	10	262144
Gorgie Road	7	NOx	172	241.806618	10	524288
Gorgie Road	7	NOx	172	0	11	1
Gorgie Road	7	NOx	172	276.6731369	11	1024
Gorgie Road	7	NOx	172	266.115972	11	2048
Gorgie Road	7	NOx	172	265.9868533	11	4096
Gorgie Road	7	NOx	172	253.4071493	11	8192
Gorgie Road	7	NOx	172	245.610688	11	16384
Gorgie Road	7	NOx	172	250.3683854	11	32768
Gorgie Road	7	NOx	172	250.2523118	11	65536
Gorgie Road	7	NOx	172	239.3274216	11	131072
Gorgie Road	7	NOx	172	237.0654349	11	262144
Gorgie Road	7	NOx	172	240.8320505	11	524288
Gorgie Road	7	NOx	172	0	12	1
Gorgie Road	7	NOx	172	276.6731369	12	1024
Gorgie Road	7	NOx	172	266.1159973	12	2048
Gorgie Road	7	NOx	172	265.9923424	12	4096
Gorgie Road	7	NOx	172	253.2609401	12	8192
Gorgie Road	7	NOx	172	245.0123706	12	16384
Gorgie Road	7	NOx	172	249.2037039	12	32768
Gorgie Road	7	NOx	172	249.6177859	12	65536
Gorgie Road	7	NOx	172	238.4723905	12	131072
Gorgie Road	7	NOx	172	235.7964087	12	262144
Gorgie Road	7	NOx	172	239.8723841	12	524288
Gorgie Road	7	NOx	172	0	13	1
Gorgie Road	7	NOx	172	276.6731369	13	1024
Gorgie Road	7	NOx	172	266.1160068	13	2048
Gorgie Road	7	NOx	172	265.99594	13	4096
Gorgie Road	7	NOx	172	253.1399319	13	8192
Gorgie Road	7	NOx	172	244.4877215	13	16384
Gorgie Road	7	NOx	172	248.1994241	13	32768
Gorgie Road	7	NOx	172	249.0169557	13	65536
Gorgie Road	7	NOx	172	237.7314679	13	131072
Gorgie Road	7	NOx	172	234.5889779	13	262144
Gorgie Road	7	NOx	172	238.9280938	13	524288
Gorgie Road	7	NOx	172	0	14	1
Gorgie Road	7	NOx	172	276.6731369	14	1024
Gorgie Road	7	NOx	172	266.1160103	14	2048
Gorgie Road	7	NOx	172	265.9982977	14	4096
Gorgie Road	7	NOx	172	253.0390925	14	8192
Gorgie Road	7	NOx	172	244.0199482	14	16384
Gorgie Road	7	NOx	172	247.3376555	14	32768
Gorgie Road	7	NOx	172	248.4430114	14	65536
Gorgie Road	7	NOx	172	237.0928528	14	131072
Gorgie Road	7	NOx	172	233.4420292	14	262144
Gorgie Road	7	NOx	172	237.9995784	14	524288
Gorgie Road	7	NOx	172	0	15	1
Gorgie Road	7	NOx	172	276.6731369	15	1024
Gorgie Road	7	NOx	172	266.1160117	15	2048
Gorgie Road	7	NOx	172	265.9998429	15	4096
Gorgie Road	7	NOx	172	252.954674	15	8192
Gorgie Road	7	NOx	172	243.5975279	15	16384
Gorgie Road	7	NOx	172	246.6009095	15	32768
Gorgie Road	7	NOx	172	247.8913371	15	65536
Gorgie Road	7	NOx	172	236.5455336	15	131072
Gorgie Road	7	NOx	172	232.354195	15	262144
Gorgie Road	7	NOx	172	237.0871672	15	524288
Gorgie Road	7	NOx	172	0	16	1
Gorgie Road	7	NOx	172	276.6731369	16	1024
Gorgie Road	7	NOx	172	266.1160122	16	2048
Gorgie Road	7	NOx	172	266.0008556	16	4096
Gorgie Road	7	NOx	172	252.8837863	16	8192
Gorgie Road	7	NOx	172	243.2123613	16	16384
Gorgie Road	7	NOx	172	245.9727265	16	32768
Gorgie Road	7	NOx	172	247.3589255	16	65536
Gorgie Road	7	NOx	172	236.0793482	16	131072
Gorgie Road	7	NOx	172	231.3239128	16	262144
Gorgie Road	7	NOx	172	236.1911264	16	524288
Gorgie Road	7	NOx	172	0	17	1
Gorgie Road	7	NOx	172	276.6731369	17	1024
Gorgie Road	7	NOx	172	266.1160124	17	2048
Gorgie Road	7	NOx	172	266.0015192	17	4096
Gorgie Road	7	NOx	172	252.8241406	17	8192
Gorgie Road	7	NOx	172	242.8585957	17	16384
Gorgie Road	7	NOx	172	245.4380215	17	32768
Gorgie Road	7	NOx	172	246.8439193	17	65536
Gorgie Road	7	NOx	172	235.6849978	17	131072
Gorgie Road	7	NOx	172	230.3494738	17	262144
Gorgie Road	7	NOx	172	235.3116648	17	524288
Gorgie Road	7	NOx	172	0	18	1
Gorgie Road	7	NOx	172	276.6731369	18	1024
Gorgie Road	7	NOx	172	266.1160124	18	2048
Gorgie Road	7	NOx	172	266.0019542	18	4096
Gorgie Road	7	NOx	172	252.7738873	18	8192
Gorgie Road	7	NOx	172	242.5318735	18	16384
Gorgie Road	7	NOx	172	244.9832359	18	32768
Gorgie Road	7	NOx	172	246.3452621	18	65536
Gorgie Road	7	NOx	172	235.3540298	18	131072
Gorgie Road	7	NOx	172	229.4290642	18	262144
Gorgie Road	7	NOx	172	234.4489391	18	524288
Gorgie Road	7	NOx	172	0	19	1
Gorgie Road	7	NOx	172	276.6731369	19	1024
Gorgie Road	7	NOx	172	266.1160125	19	2048
Gorgie Road	7	NOx	172	266.0022392	19	4096
Gorgie Road	7	NOx	172	252.7315104	19	8192
Gorgie Road	7	NOx	172	242.2288507	19	16384
Gorgie Road	7	NOx	172	244.5963624	19	32768
Gorgie Road	7	NOx	172	245.8624367	19	65536
Gorgie Road	7	NOx	172	235.0788012	19	131072
Gorgie Road	7	NOx	172	228.5607985	19	262144
Gorgie Road	7	NOx	172	233.6030589	19	524288
Gorgie Road	7	NOx	172	0	20	1
Gorgie Road	7	NOx	172	276.6731369	20	1024
Gorgie Road	7	NOx	172	266.1160125	20	2048
Gorgie Road	7	NOx	172	266.002426	20	4096
Gorgie Road	7	NOx	172	252.6957551	20	8192
Gorgie Road	7	NOx	172	241.9468861	20	16384
Gorgie Road	7	NOx	172	244.2668896	20	32768
Gorgie Road	7	NOx	172	245.3952728	20	65536
Gorgie Road	7	NOx	172	234.8524312	20	131072
Gorgie Road	7	NOx	172	227.7427476	20	262144
Gorgie Road	7	NOx	172	232.7740911	20	524288
Gorgie Road	7	NOx	172	0	21	1
Gorgie Road	7	NOx	172	276.6731369	21	1024
Gorgie Road	7	NOx	172	266.1160125	21	2048
Gorgie Road	7	NOx	172	266.0025485	21	4096
Gorgie Road	7	NOx	172	252.6655753	21	8192
Gorgie Road	7	NOx	172	241.6838377	21	16384
Gorgie Road	7	NOx	172	243.9857007	21	32768
Gorgie Road	7	NOx	172	244.9438072	21	65536
Gorgie Road	7	NOx	172	234.6687466	21	131072
Gorgie Road	7	NOx	172	226.9729617	21	262144
Gorgie Road	7	NOx	172	231.962064	21	524288
Gorgie Road	7	NOx	172	0	22	1
Gorgie Road	7	NOx	172	276.6731369	22	1024
Gorgie Road	7	NOx	172	266.1160125	22	2048
Gorgie Road	7	NOx	172	266.0026287	22	4096
Gorgie Road	7	NOx	172	252.6400953	22	8192
Gorgie Road	7	NOx	172	241.4379282	22	16384
Gorgie Road	7	NOx	172	243.744948	22	32768
Gorgie Road	7	NOx	172	244.5081849	22	65536
Gorgie Road	7	NOx	172	234.5222262	22	131072
Gorgie Road	7	NOx	172	226.2494887	22	262144
Gorgie Road	7	NOx	172	231.1669712	22	524288
Gorgie Road	7	NOx	172	0	23	1
Gorgie Road	7	NOx	172	276.6731369	23	1024
Gorgie Road	7	NOx	172	266.1160125	23	2048
Gorgie Road	7	NOx	172	266.0026813	23	4096
Gorgie Road	7	NOx	172	252.6185799	23	8192
Gorgie Road	7	NOx	172	241.2076534	23	16384
Gorgie Road	7	NOx	172	243.5379189	23	32768
Gorgie Road	7	NOx	172	244.0885906	23	65536
Gorgie Road	7	NOx	172	234.4079445	23	131072
Gorgie Road	7	NOx	172	225.5703893	23	262144
Gorgie Road	7	NOx	172	230.3887749	23	524288
Gorgie Road	7	NOx	172	0	24	1
Gorgie Road	7	NOx	172	276.6731369	24	1024
Gorgie Road	7	NOx	172	266.1160125	24	2048
Gorgie Road	7	NOx	172	266.0027157	24	4096
Gorgie Road	7	NOx	172	252.6004103	24	8192
Gorgie Road	7	NOx	172	240.9917194	24	16384
Gorgie Road	7	NOx	172	243.3589024	24	32768
Gorgie Road	7	NOx	172	243.6852022	24	65536
Gorgie Road	7	NOx	172	234.3215177	24	131072
Gorgie Road	7	NOx	172	224.9337496	24	262144
Gorgie Road	7	NOx	172	229.6274091	24	524288
Gorgie Road	7	NOx	172	0	25	1
Gorgie Road	7	NOx	172	276.6731369	25	1024
Gorgie Road	7	NOx	172	266.1160125	25	2048
Gorgie Road	7	NOx	172	266.0027383	25	4096
Gorgie Road	7	NOx	172	252.5850651	25	8192
Gorgie Road	7	NOx	172	240.7889978	25	16384
Gorgie Road	7	NOx	172	243.2030624	25	32768
Gorgie Road	7	NOx	172	243.2981611	25	65536
